1, 1, -4.76, 0.75
2, 1, -4.75, 0.83
3, 1, -4.73, 0.91
4, 1, -4.72, 1
5, 1, -4.7, 1.08
6, 1, -4.68, 1.16
7, 1, -4.66, 1.24
8, 1, -4.64, 1.32
9, 1, -4.61, 1.4
10, 1, -4.59, 1.48
11, 1, -4.56, 1.56
12, 1, -4.53, 1.64
13, 1, -4.5, 1.72
14, 1, -4.47, 1.8
15, 1, -4.44, 1.88
16, 1, -4.41, 1.96
17, 1, -4.37, 2.03
18, 1, -4.34, 2.11
19, 1, -4.3, 2.18
20, 1, -4.26, 2.26
21, 1, -4.22, 2.33
22, 1, -4.18, 2.4
23, 1, -4.14, 2.48
24, 1, -4.09, 2.55
25, 1, -4.05, 2.62
26, 1, -4, 2.69
27, 1, -3.95, 2.76
28, 1, -3.9, 2.83
29, 1, -3.85, 2.9
30, 1, -3.8, 2.96
31, 1, -3.75, 3.03
32, 1, -3.7, 3.09
33, 1, -3.64, 3.16
34, 1, -3.59, 3.22
35, 1, -3.53, 3.28
36, 1, -3.47, 3.34
37, 1, -3.41, 3.4
38, 1, -3.35, 3.46
39, 1, -3.29, 3.52
40, 1, -3.23, 3.58
41, 1, -3.17, 3.63
42, 1, -3.1, 3.69
43, 1, -3.04, 3.74
44, 1, -2.97, 3.8
45, 1, -2.91, 3.85
46, 1, -2.84, 3.9
47, 1, -2.77, 3.95
48, 1, -2.7, 3.99
49, 1, -2.63, 4.04
50, 1, -2.56, 4.09
51, 1, -2.49, 4.13
52, 1, -2.42, 4.17
53, 1, -2.34, 4.21
54, 1, -2.27, 4.25
55, 1, -2.19, 4.29
56, 1, -2.12, 4.33
57, 1, -2.04, 4.37
58, 1, -1.97, 4.4
59, 1, -1.89, 4.44
60, 1, -1.81, 4.47
61, 1, -1.73, 4.5
62, 1, -1.65, 4.53
63, 1, -1.58, 4.56
64, 1, -1.5, 4.58
65, 1, -1.42, 4.61
66, 1, -1.34, 4.63
67, 1, -1.25, 4.66
68, 1, -1.17, 4.68
69, 1, -1.09, 4.7
70, 1, -1.01, 4.71
71, 1, -0.93, 4.73
72, 1, -0.84, 4.75
73, 1, -0.76, 4.76
74, 1, -0.68, 4.77
75, 1, -0.59, 4.78
76, 1, -0.51, 4.79
77, 1, -0.43, 4.8
78, 1, -0.34, 4.81
79, 1, -0.26, 4.81
80, 1, -0.17, 4.82
81, 1, -0.09, 4.82
82, 1, -0.01, 4.82
83, 1, 0.08, 4.82
84, 1, 0.16, 4.82
85, 1, 0.25, 4.81
86, 1, 0.33, 4.81
87, 1, 0.41, 4.8
88, 1, 0.5, 4.8
89, 1, 0.58, 4.79
90, 1, 0.66, 4.78
91, 1, 0.75, 4.76
92, 1, 0.83, 4.75
93, 1, 0.91, 4.73
94, 1, 1, 4.72
95, 1, 1.08, 4.7
96, 1, 1.16, 4.68
97, 1, 1.24, 4.66
98, 1, 1.32, 4.64
99, 1, 1.4, 4.61
100, 1, 1.48, 4.59
101, 1, 1.56, 4.56
102, 1, 1.64, 4.53
103, 1, 1.72, 4.5
104, 1, 1.8, 4.47
105, 1, 1.88, 4.44
106, 1, 1.96, 4.41
107, 1, 2.03, 4.37
108, 1, 2.11, 4.34
109, 1, 2.18, 4.3
